1.2e-06	0.608187	0.610383	-0.00180136
1.18218e-06	0.616882	0.619116	-0.00180809
1.16488e-06	0.618618	0.621146	-0.00203894
1.14808e-06	0.613092	0.616097	-0.00244485
1.13175e-06	0.599984	0.603396	-0.0028346
1.11589e-06	0.57889	0.58244	-0.00305712
1.10046e-06	0.549369	0.552845	-0.00315345
1.08545e-06	0.511576	0.514981	-0.00331672
1.07085e-06	0.469457	0.472859	-0.00361051
1.05664e-06	0.443623	0.44667	-0.00342239
1.04279e-06	0.488312	0.48996	-0.00168533
1.02931e-06	0.57936	0.579664	-0.00026288
1.01617e-06	0.587669	0.58812	-0.000383926
1.00336e-06	0.535151	0.53645	-0.00121228
9.90871e-07	0.467139	0.46955	-0.00257373
9.78689e-07	0.397394	0.40101	-0.00452868
9.66802e-07	0.328979	0.333689	-0.00710678
9.552e-07	0.262945	0.268578	-0.0105963
9.43874e-07	0.200409	0.206988	-0.0161491
9.32813e-07	0.143022	0.15089	-0.0267691
9.22008e-07	0.093186	0.102962	-0.0498389
9.1145e-07	0.0545231	0.0671987	-0.104136
9.01132e-07	0.0333308	0.0508742	-0.208342
8.91045e-07	0.0393797	0.0649054	-0.244769
8.81181e-07	0.052377	0.0805361	-0.211861
8.71533e-07	0.0296807	0.0468434	-0.224278
8.62094e-07	0.025672	0.0359765	-0.16715
8.52857e-07	0.0540499	0.0627916	-0.0748169
8.43816e-07	0.110489	0.119619	-0.039677
8.34965e-07	0.200375	0.208837	-0.0206785
8.26298e-07	0.354976	0.351208	0.00533581
8.17808e-07	0.478428	0.429415	0.0539892
8.09492e-07	0.455839	0.499688	-0.0458895
8.01342e-07	0.452602	0.488461	-0.0381043
7.93355e-07	0.461962	0.48925	-0.0286869
7.85526e-07	0.479605	0.501284	-0.0221017
7.7785e-07	0.5009	0.517195	-0.0160056
7.70323e-07	0.52139	0.532381	-0.0104304
7.62939e-07	0.537081	0.544178	-0.00656304
7.55696e-07	0.54465	0.548942	-0.00392408
7.48589e-07	0.541721	0.54286	-0.001051
7.41615e-07	0.527762	0.524595	0.00300975
7.34769e-07	0.505626	0.496688	0.00891756
7.28049e-07	0.482488	0.465806	0.0175917
7.2145e-07	0.464893	0.439282	0.0283257
7.1497e-07	0.454101	0.421656	0.0370473
7.08605e-07	0.450014	0.416188	0.0390514
7.02353e-07	0.453586	0.424191	0.0334878
6.9621e-07	0.46522	0.443579	0.0238126
6.90173e-07	0.483566	0.470959	0.0132077
6.84241e-07	0.507452	0.504509	0.00290816
6.78409e-07	0.528539	0.533883	-0.00503065
6.72676e-07	0.544884	0.551876	-0.00637492
6.67039e-07	0.540568	0.547145	-0.00604673
6.61496e-07	0.54347	0.549953	-0.00592865
6.56044e-07	0.547392	0.554279	-0.00625093
6.50681e-07	0.551502	0.558617	-0.00640936
6.45405e-07	0.555753	0.562535	-0.0060647
